Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon) ,What are your main areas of focus for your journalism? ,Where do you publish your work?,Other info for short self-description 
11/7/2022 12:42:15,Colin Henry,@cmhenry_@mas.to,@cmhenry_,"Online extremism, critical tech, political violence",Political Violence at a Glance,

11/7/2022 12:48:04,Sharon Butler,sharonbutler@journa.host,@twocoats,"NYC art, primarily painting ",Two Coats of Paint,"I'm the founder and publisher of Two Coats of Paint, an award winning blogazine, primarily about painting. Based in NYC."

11/7/2022 12:49:37,Robert P Baird,@bobbybaird@mas.to,@bobbybaird,"Politics, Literature, COVID","The New Yorker, NYT, The Guardian, CJR",

11/7/2022 12:55:20,Rob Gurwitt,@robgurwitt@journa.host,@gurwitt,"Local news, Vermont/New Hampshire",Daybreak,

11/7/2022 13:04:40,Thorsten Claus ,@ThorstenClaus@mstdn,ThorstenClaus,Technologie,moobilux.com,"Thorsten Claus  is a Berlin, Germany based tech-journalist, influencer, visionary and the founder of https://moobilux.com and https://HauptstadtPapa.com"

11/7/2022 13:07:06,Mark Sumner,@devilstower@mstdn.social ,Devilstower ,"Politics, Science, War",Daily Kos,Long running coverage on Ukraine both during and before the invasion.

11/7/2022 13:08:51,Ryan Kawailani Ozawa,@hawaii@mastodon.social,@hawaii,Technology,"Decrypt, Hawaii Bulletin, Honolulu Star-Advertiser","Hawaiian writer, journalist, and tech entrepreneur based in Hawaii."

11/7/2022 13:16:38,David Maliniak,@major_works@noc.social,@DavidMaliniak,Microwave/RF design engineering,https://www.mwrf.com,"Senior Editor, Microwaves & RF"

11/7/2022 13:28:55,Jennifer Walter,@jenngwalter@mastodon.world,@jenngwalter,"science, nature, space, health, technology","Inverse, Discover Magazine, Milwaukee Magazine, Futurism, and others",

11/7/2022 13:39:46,Daniel Roberts,https://mastodon.social/@readdanwrite,@readdanwrite,"Crypto, Web3, Technology",Decrypt,"Dan is the Editor-in-Chief of Decrypt. He spent five years at Fortune and five years at Yahoo Finance, and has written for a wide range of other publications including Sports Illustrated, TIME, Vice, The Wall Street Journal, Air Mail, The Guardian, The Paris Review, and Deadspin. "

11/7/2022 13:42:07,Josh Quittner,@twittner@mastodon.social,@twittner,"Crypto, Web3, Technology",Decrypt,"Co-founder and CEO of Decrypt Media. Ex-Flipboard, Business 2.0, TIME, Fortune, Newsday and the Albuquerque Journal."

11/7/2022 13:45:30,Harriet Salem,@HarrietSalem@mastodon.social,@HarrietSalem,"conflict, climate, political crises","freelance (bylines: the guardian, vice news, sunday times, politico etc)",I've worked as a conflict reporter for 10+ years. Now mostly focused on longform.

11/7/2022 13:49:37,Ellie Mae O'Hagan,@elliemaeohagan@mas.to,@elliemaeohagan,Legal/Civil Society/Politics,"The Guardian, NYT, WaPo, Vice, TLS, The Independent",

11/7/2022 13:51:13,Katie MacBride,@msmacb@awscommunity.social,@msmacb,Health and Science,Inverse,I'm a health science writer at Inverse

11/7/2022 13:52:33,Nicole Sandler,@nicolesandler@mstdn.social,@nicolesandler,national progressive politics,nicolesandler.com,Radio host

11/7/2022 13:53:42,Christoph Koch,christophkoch@masto.ai,christophkoch,"Technology, Society, Business",brand eins and several other German magazines/websites/newspapers,

11/7/2022 14:03:25,Sara Luterman,@slooterman@masthead.social,@slooterman,"Caregiving, disability, aging, long-term care",The 19th,One of a handful of disabled reporters reporting on disability

11/7/2022 14:27:05,Leon Yin,@Leonyin@mastodon.social,leonyin,"Data journalism, technology",The Markup,

11/7/2022 14:35:27,Miriam Fauzia,@miriamfauzia@sciencemastodon.com,@so_dendritic,"Science, health, wellness, & innovation","Inverse, Motherboard, Popular Mechanics, New Scientist",

11/7/2022 14:37:56,Kevin Collier,@kevincollier@mastodon.social,@kevincollier,"Cyber, privacy, ransomware, election security",NBC,

11/7/2022 14:42:13,Jessica Lucas,jessicalucas@mas.to,@jesslucaswrites,Internet culture,"Input (RIP), The Information, Rolling Stone, Morning Brew",

11/7/2022 14:47:51,Timothy Noah,@timothynoah@mas.to,@timothynoah1,"politics, economics, domestic policy",The New Republic,"Staff writer, New Republic (third tour). Previously The Wall Street Journal, Slate, Politico, U.S. News, Newsweek, and The Washington Monthly. Author, ""The Great Divergence"" (2012)."

11/7/2022 14:49:36,Emily Woodruff,@emilywoodruff@journa.host,@emily_woodruff_,health,The Times-Picayune; nola.com,health reporter in Southeast Louisiana 

11/7/2022 14:56:00,Patrick Caldwell,@patcaldwell@journa.host,@patcaldwell,"Politics, news",The New Republic,

11/7/2022 15:05:17,Eva Wolfangel,@evawolfangel@chaos.social ,@evawolfangel ,"Cybersecurity, Tech, AI, machine learning ",Freelance/Die ZEIT/Technology Review and many others,

11/7/2022 15:06:28,Dana Blankenhorn,@DanaBlankenhorn@journa.host,@DanaBlankenhorn,"Technology, Finance, History","InvestorPlace, DanaBlankenhorn.Com",Online since 1985 but still stupid. 

11/7/2022 15:09:11,Hannah Lang,@hannahlang@journa.host,@hannahdlang,Fintech and crypto ,Reuters,"Covering fintech, crypto and sometimes banking/finance policy for Reuters. "

11/7/2022 15:18:55,Sreedev Krishnakumar,@sreedevkkumar@mastodon.online,@sreedevkkumar,Data journalism,https://www.moneycontrol.com/,"I am a data journalist from India. I mainly do stories on economy, politics, and tech."

11/7/2022 15:36:05,Steve Katz,@stevekatz@journa.host,@steve_katz,Fundraising,na,"Now at UC Berkeley Journalism, formerly many years at Mother Jones"

11/7/2022 15:39:53,Iona Craig,@ionacraig@mastodonapp.uk ,@ionacraig,"Middle East, Yemen, conflict data, Yemen Data Project, western foreign policy",Freelance,Freelance journalist. Mostly Yemen/Arabian Peninsula. OSINT conflict data. 

11/7/2022 15:41:26,Maret Orliss,@maretorliss@nerdculture.de,maretorliss,op-eds,Los Angeles Times,

11/7/2022 15:45:49,Chris Dunker,@chrisdunker@journa.host,@ChrisDunkerLJS,"Higher education, state/local government",Lincoln Journal Star,

11/7/2022 15:49:23,Barbara VanDenburgh,@BabsVan@mas.to,@BabsVan,"Books, arts, movies, pop culture",USA TODAY,Books Editor and pop culture writer at USA TODAY

11/7/2022 15:55:19,Ivan JeliÄ,@escapetofreedom@mastodon.social,@escapetofreedom,Technology,Sutra.rs podcast and website,"Podcaster and technology journalist, published in Serbian and English"

11/7/2022 15:59:27,Drew Harwell,@drewharwell@mastodon.social,@drewharwell,Technology,Washington Post,

11/7/2022 16:03:22,Donna Lu,donnadlu@aus.social,donnadlu,"Science, environment, health, books",Guardian Australia,

11/7/2022 16:13:27,Bethanne Patrick,@bethannepatrick@journa.host,@TheBookMaven,"Books, book publishing, authors, writers, literature","LA Times, The Atlantic.com, Publishers Weekly","Angry feminist, lifelong depressive, debut memoir May 2023"

11/7/2022 16:25:53,Matthew Teague,@matthewteague@mas.to,@matthewteague,"Essays, long narrative, politics and society","The Atlantic Monthly Press, magazines, etc",Co-author of THE STEAL for Atlantic Monthly Press | exec. producer of OUR FRIEND | Nieman Fellow 

11/7/2022 16:34:26,Anjalee Khemlani,@AnjKhem@mas.to,@AnjKhem,"Health, Finance, DEI, Equity",https://www.yahoo.com/author/anjalee-khemlani/,

11/7/2022 16:54:41,Lois Parshley,I am on this list but switched servers! (sorry) new handle is @loisparshley@journa.host ,@loisparshley,"Science, Investigations, Longform","Freelance (New York Times, National Geographic, Grist, etc)",Independent investigative reporter 

11/7/2022 17:17:12,Jenna Zucker,@jennazucker@toot.community,JennaLZucker,Social and digital trends,Reuters,

11/7/2022 17:22:56,Ken Mingis,@kmingis@mastodon.online,@kmingis,@kmingis@mastodon.online,Computerworld,"Executive Editor, Computerworld"

11/7/2022 17:26:29,Lee Moran,@leemoran@journa.host,@lee_moran,"General news, Spain, street art",huffpost ,Spain/Uk-based 

11/7/2022 17:35:38,Rich Haridy,@richharidy@aus.social,@richharidy,"Science, Technology",New Atlas,

11/7/2022 17:42:02,Kyle Alspach,@kylealspach@infosec.exchange,@kylealspach,cybersecurity industry ,protocol.com,senior reporter at Protocol

11/7/2022 18:19:31,Anna-Verena Nosthoff,@ANosthoff@mastodon.social,@annanosthoff,"Tech, Big Tech, Platforms, Silicon Valley, Surveillance, Digital Capitalism","Frankfurter Allgemeine Zeitung, ZEIT, Republik, Deutschlandfunk, and internationally: Internazionale (IT), Le Temps, Jacobin, Dissent, Public Seminar",

11/7/2022 18:19:44,DrChetC ,Trubluelefty,Trubluelefty,,,

11/7/2022 18:42:59,Andy Hirschfeld,@andyreports@mstdn.social,@andyreports,"business, tech, politics",freelance / tv anchor,"Anchor: Business Report / Writer: Al Jazeera, Daily Beast, TYT, CNBC etc"

11/7/2022 18:45:52,hannah gais,@hannahgais@mastodon.social,@hannahgais,"Far right, politics, extremism","Southern Poverty Law Center, very occasional freelancer at Gizmodo, New Republic, The Baffler, elsewhere",

11/7/2022 18:50:11,Felix Maschewski,@fmaschewski@mastodon.social,@fmaschewski,"Big Tech, surveillance capitalism, social media, Silicon Valley","FAZ, Zeitonline, Republik, Wiwo, Jacobin, NZZ, Philosophie Magazin, and internationally (Internazionale, Le Temps, Dissent, Jacobin (US), Public Seminar)",

11/7/2022 19:10:53,Jordan Fischer,@JordanFischer@journa.host,@JordanOnRecord,"Jan. 6, Capitol riot, federal justice system, crime, Investigative",WUSA,I'm an investigative reporter at WUSA in D.C. covering the Jan. 6 investigations and prosecutions.

11/7/2022 19:32:21,Kat McGowan,@mcgowankat@mastodon.online,@mcgowankat,"caregiving, health, science",Freelance editor & writer,"Recently Wired, Pop Sci, Grist, Boston Globe, others"

11/7/2022 19:38:11,Saman Shad,@saman@aus.social,@muminprogress,"opinion, parenting, race relations, writing, arts","The Guardian, SMH, ABC, SBS","author, scriptwriter, freelance, playwright"

11/7/2022 19:45:16,Bertin Huynh,@bertinhuynh@aus.social,@bertinhuynh,Video,Guardian Asu,I love video video video video!!

11/7/2022 20:04:57,Deb Amos,@Deborahamosnpr@journa.host,@deborahamos,International/middle east/ Ukraine,National Public Radio,"I am a long-time Middle East correspondent. Now, a part time journalism professor"

11/7/2022 20:20:46,Theo Francis,@theofrancis@mastodon.online,@theofrancis,"Business, executive pay, corporate governance, securities disclosure, retirement and pensions",The Wall Street Journal,"I use a wide range of data as well as securities filings and other publicly available documents to write about complex financial, business, economic, legal and regulatory issues."

11/7/2022 20:35:53,Nicky Phillips,@nickyphillips@sciencemastodon.com,@nickyphillips_,Science,Nature,

11/7/2022 20:55:31,Jackie Singh,@hackingbutlegal@infosec.exchange,@hackingbutlegal,"Surveillance, Privacy, Politics, Web3",README_ by Synack,I am a freelance writer and cybersecurity professional. 

11/7/2022 21:14:39,Scott,@ScottShuey@journa.host,@ScottShuey,Tech and crypto,Tech in Asia,"Crypto journalist. Originally from SFBA, based in Malaysia."

11/7/2022 21:34:38,Fran Molloy,@franmolloy@aus.social,@franmolloy,Science Environment Education Health/Medicine,"Freelance - Sydney Morning Herald, ABC, Nature, etc",Australian freelance journalist

11/7/2022 21:46:18,AJ Vicens, @aj_vicens@infosec.exchange,@AJVicens,"State-aligned hacks, cybercrime, election security ",CyberScoop,

11/7/2022 21:56:37,Sam Jones,@samjscience@mastodon.social,@samjscience,human health and technology,"The New York Times, Scientific American, New Scientist, Nature +. The science podcast I host and exec produce is called Tiny Matters","I'm a science journalist and audio producer based in Washington, DC. Find my work at sjoneswriting.com"

11/7/2022 21:58:04,Steven Mazie,@stevenmazie@mastodon.world,@stevenmazie,the Supreme Court; law; lower courts,The Economist,I've been covering SCOTUS for The Economist since 2012. I also publish op-eds in a variety of outlets. 

11/7/2022 22:00:54,Jennifer Howard,@JenHoward@mstdn.social,@JenHoward,Arts/culture/humanities,"Freelance (WaPo, NYT, TLS, LARB, etc.)","Former senior reporter, CHE; former contributing editor, WaPo"

11/7/2022 22:04:14,Sarah Rieger,@sarahcrgr@journa.host,@sarahcrgr,"Money, labour, environment ",Wealthsimple Magazine,"I write Wealthsimple's TLDR newsletter. Previously a staff journalist with CBC, HuffPost."

11/7/2022 22:04:15,Jason Bouwmeester,@JustAnotherJay@mstdn.ca,JustAnotherJay,"Tech, Gaming, Reviews",techaeris.com,"Senior Editor at Techaeris.com, I wite about tech, gaming, and review tech & gaming products"

11/7/2022 22:04:28,Robert McMillan,@bobmcmillan@infosec.exchange,@bobmcmillan,Cybersecurity,The Wall Street Journal,WSJ cybersecurity reporter based in San Francisco

11/7/2022 22:07:21,Steven Bodzin,@guacamayan@journa.host,@guacamayan,"corporate debt, sovereign debt, emerging markets, venezuela, colombia, peru, chile, restructuring, bankruptcy, SDNY, ICSID, investor-state arbitration, international arbitration,climate change",REDD Intelligence,Always trying to explain arcana

11/7/2022 22:10:20,Scott Blanchard,scott_blanchard@journa.host ,scott_blanchard,"Pennsylvania, politics, democracy, mis/disinformation, climate/energy",WITF.org,"Director of Journalism at public media station in Harrisburg, PA"

11/7/2022 22:22:07,Howard Cheng,@LifeByStills@journa.host,@LifeByStills,"Photojournalism. Focuses on social movements, protests, and events.","Freelance - either on assignment, as well as some photography through Getty or Shutterstock",Based in London and southeast UK.

11/7/2022 22:23:40,Robson Fletcher,@robsonfletcher@mas.to,@CBCFletch,"Data, COVID-19, public policy & issues in Alberta, Canada",Canadian Broadcasting Corporation (CBC),"Data journalist with CBC in Calgary, Alberta"

11/7/2022 22:33:44,Leonardo Puglisi,@leo_puglisi6@aus.social,@Leo_Puglisi6,Politics & general Australian news,6 News Australia (mainly on YouTube and 6newsau.com),"6 News is a digital news outlet I manage and founded in 2019, run entirely by young journalists"

11/7/2022 22:36:58,Saba Eitizaz ,sabaeitizaz@journa.host,@sabaeitizaz,"Social justice, equity and human rights ",Toronto Star ,Iâm currently the host of the Toronto StarMs flagship podcast âThis Mattersâ. Former international correspondent with BBC reporting from Pakistan and Afghanistan. Award winning multimedia journalist

11/7/2022 23:11:08,Felicity Nelson,@frogsandstars@med-mastodon.com,@frogsandstars,"Science, health","ScienceAlert, Nature",

11/7/2022 23:16:04,Alanna Smith,@alannasmith@mstdn.ca,alanna_smithh,"Social issues, politics",The Globe and Mail,"Formerly The Canadian Press, Postmedia Calgary"

11/7/2022 23:40:24,Alex Boyd,@alexboyd@journa.host,@alexnboyd,Canadian news,Toronto Star,"Canadian national report with the Toronto Star, based in Calgary"

11/7/2022 23:48:45,Christian Schneider,@christianschneider@mastodon.online,@Schneider_CM,"Politics, Culture","USA Today Board of Contributors, The Bulwark, National Review Online","I'm a long-time columnist for USA Today and the Milwaukee Journal Sentinel, who also writes frequently for The Bulwark and The Dispatch."

11/7/2022 23:49:21,Kurt Kohlstedt,kurtkohlstedt@mastodon.social,kurtkohlstedt,"Urbanism, architecture and design",99% Invisible,

11/7/2022 23:56:39,Dave Earley,@earleyedition@mastodon.cloud,@earleyedition,Audience development,Guardian Australia,"Audience development, growth, engagement, social and digital strategy"

11/8/2022 0:02:08,Yezi Yang,@cake@mstdn.science,@yezitried,,,PhD candidate in geochemistry and aspiring (?) science journalist

11/8/2022 0:15:33,Michael Edison Hayden ,mastodon.social/@michaeledisonhayden,@michaelehayden,Fascism and radical right ,SPLC ,Antifascist and antiracist

11/8/2022 0:19:53,Mallorie Sullivan,@mallorie@journa.host,@malloriesullivn,"Audience development, social strategy",USA TODAY,Iâve also worked at the Dallas Morning News and Cincinnati Enquirer :)

11/8/2022 0:30:32,Jessica Roy,@jessicaroy@indieweb.social,@jessica_roy,"Service journalism - personal finance, vaccine access, mental health",The Los Angeles Times,I write news you can use on the utility journalism team at the L.A. Times
